nom_bassin_versant,latitude_centroide,longitude_centroide,quantile_prelevement_national,score_secheresse,classe_secheresse,classe_prelevement,classe_bivariee,volume_moyen_preleve_m3_an,nb_communes,rang_secheresse_national
Lys Canalisée du confluent du Canal de la Deûle à l'écluse numéro 7 Comines,50.7454,2.9689,22.06,0.0,faible/nulle,faible,0-0,25231.2,1,0.0
L'Yerres du confluent du ru d'Avon (exclu) au confluent de la Barbanconne (inclus),48.6846,2.7056,57.31,0.0,faible/nulle,modere,0-1,527311.2,7,0.0
L'Auzon du confluent du Longsols (exclu) au confluent de l'Aube (exclu),48.4718,4.3113,32.61,0.0,faible/nulle,faible,0-0,96649.2,2,0.0
L'OUETTE & SES AFFLUENTS,48.024,-0.5986,46.08,0.0,faible/nulle,modere,0-1,258140.6,5,0.0
La Sève de sa source au confluent de l'Holerotte (inclus),49.2177,-1.3844,84.38,0.0,faible/nulle,fort,0-2,4287868.0,6,0.0
La Nive d'Arnéguy du confluent du Pagolako Erreka au confluent de la Nive de Béherobie,43.1259,-1.2713,41.12,0.0,faible/nulle,modere,0-1,186783.2,2,0.0
L'Isle du confluent de la Valouse au confluent du Lavaud,45.4395,0.97,17.06,0.0,faible/nulle,faible,0-0,2758.0,1,0.0
Le Gave d'Ossau du confluent du Bois de Nougué au confluent du Gave d'Aspe,43.1173,-0.515,8.13,0.0,faible/nulle,faible,0-0,0.0,2,0.0
La Rouelles de sa source au confluent de la Lézarde (exclu),49.535,0.1343,18.78,0.0,faible/nulle,faible,0-0,9729.8,2,0.0
L'Isle du confluent de la Beauronne au confluent de la Crempse,45.0543,0.3722,61.96,0.0,faible/nulle,modere,0-1,707667.2,1,0.0
La Lourde,45.2558,1.1655,8.13,0.0,faible/nulle,faible,0-0,0.0,3,0.0
La Savières de sa source au confluent de l'Ourcq (exclu),49.2556,3.2238,66.59,0.0,faible/nulle,modere,0-1,952731.4,13,0.0
L'Anguillon de sa source au Bief d'Andelot inclus,46.8252,5.9535,33.79,0.0,faible/nulle,modere,0-1,105870.4,4,0.0
L'Aroffe du ruisseau de l'Etang d'Allamps au ruisseau de la Deuille (inclus).,48.5422,5.7775,26.58,0.0,faible/nulle,faible,0-0,49889.0,2,0.0
L'Ehn du ruisseau de Boersch au Rosenmer.,48.4731,7.5126,83.54,0.0,faible/nulle,fort,0-2,3841226.8,4,0.0
La Saône du ruisseau de l'étang de Belrupt à la Mause,48.0649,6.0444,76.47,0.0,faible/nulle,fort,0-2,1922026.2,4,0.0
Le Rhône de l'Amby inclus à la Bourbre,45.7404,5.2746,85.73,0.0,faible/nulle,fort,0-2,5140165.4,12,0.0
L'Ain du Drouvenant à la Cimante incluse,46.5337,5.7211,98.35,0.0,faible/nulle,fort,0-2,800880537.0,10,0.0
Le Meudon,45.1511,-0.3,8.13,0.0,faible/nulle,faible,0-0,0.0,1,0.0
La Maronne du confluent de la Bedaine au confluent de la Glane de Malesse (Dancèze),45.0718,2.0894,21.43,0.0,faible/nulle,faible,0-0,22464.6,3,0.0
La Loyre du confluent du Roseix au confluent de la Manou,45.2403,1.423,22.65,0.0,faible/nulle,faible,0-0,28411.2,1,0.0
L'Ource du confluent du ruisseau des Ainguets (exclu) au confluent du ruisseau de Beaumont (inclus),47.9866,4.6516,8.13,0.0,faible/nulle,faible,0-0,0.0,2,0.0
L'Eyrieux de la Glueyre à la Dunière,44.7851,4.5268,96.24,0.0,faible/nulle,fort,0-2,202448578.4,4,0.0
Le Dropt du confluent de l'Escourou au confluent de la Dourdenne,44.6383,0.362,43.4,0.0,faible/nulle,modere,0-1,218143.6,2,0.0
L'AURENCE & SES AFFLUENTS,45.868,1.2225,95.12,0.0,faible/nulle,fort,0-2,128617390.2,4,0.0
La Canner du Katzenbach au Reimers (inclus).,49.3125,6.3537,8.13,0.0,faible/nulle,faible,0-0,0.0,4,0.0
Le Rhône de la dérivation de Montélimar incluse au Roubion,44.5729,4.6905,84.83,0.0,faible/nulle,fort,0-2,4516722.6,5,0.0
La Dronne du confluent de la Mame au confluent de la Mozenne,45.1522,-0.0095,25.3,0.0,faible/nulle,faible,0-0,43014.6,1,0.0
La Meuse du Yoncq à la Chiers.,49.6245,5.0182,23.69,0.0,faible/nulle,faible,0-0,34019.4,2,0.0
La Lézarde de sa source au confluent du ru la Clinarderie (exclu),49.594,0.2361,75.54,0.0,faible/nulle,fort,0-2,1774148.0,13,0.0
Le Rhône des Collières au Bancel,45.2671,4.772,72.43,0.0,faible/nulle,fort,0-2,1432973.8,5,0.0
La Cousance de sa source au confluent de la Marne (exclu),48.612,5.0929,90.55,0.0,faible/nulle,fort,0-2,14721218.6,3,0.0
Le ru de Vandy de sa source au confluent de l'Aisne (exclu),49.3404,3.0344,47.28,0.0,faible/nulle,modere,0-1,277847.6,9,0.0
La Vianne,45.105,1.6715,8.13,0.0,faible/nulle,faible,0-0,0.0,1,0.0
La Calonne du confluent du Douet Tourtelle (exclu) au confluent de la Touques (exclu),49.2859,0.2916,56.5,0.0,faible/nulle,modere,0-1,499874.0,10,0.0
La Touques du confluent du Douet de la Taille (exclu) au confluent du ruisseau de Saint Clair (inclus),49.2894,0.1158,71.27,0.0,faible/nulle,fort,0-2,1316795.4,5,0.0
Le Drac du ruisseau de Charlet à la Romanche,45.0381,5.7176,99.26,0.0,faible/nulle,fort,0-2,2590403220.2,3,0.0
Le ruisseau de la Corbie de sa source au confluent de la Risle (exclu),49.3213,0.416,59.96,0.0,faible/nulle,modere,0-1,612612.4,7,0.0
La Dordogne de sa source au confluent du Vendeix (inclus),45.5767,2.8065,69.27,0.0,faible/nulle,fort,0-2,1152937.4,3,0.0
L'Ordrimouille de sa source au confluent de l'Ourcq (exclu),49.137,3.4453,35.51,0.0,faible/nulle,modere,0-1,125066.6,7,0.0
La Marne du confluent du Grand Morin (exclu) au confluent de la Beuvronne (exclu),48.9297,2.7843,91.9,0.0,faible/nulle,fort,0-2,25482643.2,8,0.0
Le Drac du ruisseau des Chaumettes inclus au ruisseau de Charlet inclus,44.9813,5.6857,99.0,0.0,faible/nulle,fort,0-2,1711389224.2,4,0.0
Le Palais de sa source au confluent des Lorettes,45.3173,-0.095,34.71,22.22,forte,modere,2-1,115439.6,2,99.5
L'Hers vif du confluent su Saint-Nicolas au confluent du Benaix (inclus),42.8971,1.9181,8.13,0.0,faible/nulle,faible,0-0,0.0,2,0.0
Le Moiron,44.8233,0.3055,66.46,0.0,faible/nulle,modere,0-1,946580.0,2,0.0
La Seine du confluent du ruisseau du Commerce (exclu) à l'exutoire du Marais Vernier (exclu),49.5095,0.4526,87.45,0.0,faible/nulle,fort,0-2,6969765.2,4,0.0
La Taute de sa source au confluent de la Meule (inclus),49.1201,-1.3874,58.83,0.0,faible/nulle,modere,0-1,572640.6,2,0.0
La Lède du confluent du Laussou au confluent du Cluzelou,44.5491,0.7488,8.13,0.0,faible/nulle,faible,0-0,0.0,0,0.0
L'Aisne du confluent de la Miette (exclu) au confluent du ruisseau de Bouffignereux (inclus),49.404,3.8236,66.05,0.0,faible/nulle,modere,0-1,922836.4,10,0.0
L'Oignin de sa source à la Doye incluse,46.0638,5.5458,23.04,0.0,faible/nulle,faible,0-0,30483.6,8,0.0
La Dives du confluent de la Muance (exclu) au siphon du canal Oursin vers le canal secondaire (bassin du canal Oursin ex,49.1881,-0.1598,8.13,0.0,faible/nulle,faible,0-0,0.0,0,0.0
Le Lemboulas du confluent du Petit Lembous au confluent du Saint Barthélémy,44.162,1.2962,8.13,0.0,faible/nulle,faible,0-0,0.0,0,0.0
La Marne du confluent du ruisseau de Belval (exclu) au confluent de la Semoigne (exclu),49.0557,3.7482,38.89,0.0,faible/nulle,modere,0-1,162393.4,6,0.0
La Drôme du confluent du Gourguichon (exclu) au confluent de l'Aure (exclu),49.277,-0.7532,51.69,0.0,faible/nulle,modere,0-1,379258.0,7,0.0
La Vanne du confluent du ruisseau du Pont Cée (exclu) au confluent de la Sienne (exclu),48.9758,-1.3993,61.59,0.0,faible/nulle,modere,0-1,688849.6,2,0.0
La Vire du confluent de l'Aure (exclu) à l'embouchure,49.3379,-1.1263,8.13,0.0,faible/nulle,faible,0-0,0.0,1,0.0
L'Aisne du confluent de la Crise (exclu) au confluent du ru de Retz (exclu),49.407,3.2728,76.05,4.2,moderee,fort,1-2,1857574.4,15,90.3
Le Giffou du confluent du Cône au confluent du Céor,44.1098,2.4164,8.13,0.0,faible/nulle,faible,0-0,0.0,0,0.0
L'Aure du confluent du ruisseau du Moulin d'Annebey (exclu) au confluent de la Vire (exclu),49.3173,-1.0565,71.56,0.0,faible/nulle,fort,0-2,1340145.2,7,0.0
La Douve du confluent de la Sève (exclu) au confluent de la Taute (exclu),49.331,-1.2647,8.13,0.0,faible/nulle,faible,0-0,0.0,1,0.0
Le Courlis (Onesse) de sa source au confluent du Harencin,44.0761,-0.9853,85.72,0.0,faible/nulle,fort,0-2,5135423.0,1,0.0
La Thinte de sa source au ruisseau de Prelle (inclus).,49.2968,5.4195,45.16,0.0,faible/nulle,modere,0-1,242288.0,3,0.0
La Voire du confluent de la Laines (exclu) au confluent de la Brévonne (exclu),48.4771,4.5933,35.82,0.0,faible/nulle,modere,0-1,128753.4,4,0.0
La Palue de sa source au confluent des Forges (inclus),43.8921,-1.0704,77.4,0.0,faible/nulle,fort,0-2,2057945.8,2,0.0
L'Osse du confluent du Bourda au confluent du [toponyme inconnu] (inclus),43.5169,0.3201,39.62,0.0,faible/nulle,modere,0-1,169733.0,4,0.0
L'HUISNE DE LA CORBIONNE (NC) A LA CLOCHE (NC),48.3626,0.8491,58.47,0.0,faible/nulle,modere,0-1,563283.6,1,0.0
La Garonne du confluent du Saint-Pierre au confluent de la Nadesse,43.8418,1.2627,78.75,7.43,forte,fort,2-2,2353182.0,1,95.1
L'Ource du confluent du ru de Noé (exclu) au confluent de la Seine (exclu),48.0741,4.4665,29.36,0.0,faible/nulle,faible,0-0,69638.6,4,0.0
L'Eyraud de sa source au confluent du Tulen (inclus),44.9314,0.3948,53.08,0.0,faible/nulle,modere,0-1,409729.6,4,0.0
Le Bouret de sa source au confluent du Cousturé,43.658,-1.2957,47.2,0.0,faible/nulle,modere,0-1,275451.8,1,0.0
La Dronne du confluent de la Peychay au confluent de la Lizonne,45.245,0.3469,79.06,0.0,faible/nulle,fort,0-2,2396859.0,8,0.0
Le Suran de la Doye au Durlet,46.1957,5.3917,98.34,0.0,faible/nulle,fort,0-2,800182828.0,7,0.0
L'Arros du confluent du Larté au confluent de la Barne,43.6116,0.0636,63.68,0.0,faible/nulle,modere,0-1,792053.6,1,0.0
La Véronne,45.2465,2.6574,31.44,0.0,faible/nulle,faible,0-0,85791.0,1,0.0
Le Tolerme,44.8444,2.0558,71.17,0.43,faible/nulle,fort,0-2,1307288.8,4,80.6
Le ru de Retz de sa source au confluent de l'Aisne (exclu),49.3359,3.1705,57.36,0.0,faible/nulle,modere,0-1,527901.8,10,0.0
La Chapelle (Clan),45.2658,1.5174,21.62,0.0,faible/nulle,faible,0-0,23502.6,2,0.0
L'Adour du confluent du Luy au confluent du Lespontès,43.6826,-1.1736,54.77,1.83,faible/nulle,modere,0-1,455705.2,2,84.7
La Nied de l'Anzelingerbach au ruisseau de Géling (inclus).,49.2856,6.4951,16.87,0.0,faible/nulle,faible,0-0,2115.4,4,0.0
La Touques du confluent du Chaussey (exclu) au confluent de la Calonne (exclu),49.2669,0.2141,64.82,0.0,faible/nulle,modere,0-1,847462.0,2,0.0
L'Ancre du confluent du ruisseau de Saint Léger Dubosq (exclu) au confluent de la Dives (exclu),49.242,-0.0716,8.13,0.0,faible/nulle,faible,0-0,0.0,2,0.0
La Vire du confluent du Fumichon (exclu) au confluent de la Joigne (exclu),49.0639,-1.1243,8.13,0.0,faible/nulle,faible,0-0,0.0,3,0.0
La Chée du confluent de la Vière (exclu) au confluent de la Saulx (exclu),48.7647,4.6761,8.13,0.0,faible/nulle,faible,0-0,0.0,2,0.0
La Sélune du confluent du Beuvron (exclu) au confluent de l'Oir (exclu),48.6098,-1.2932,8.13,0.0,faible/nulle,faible,0-0,0.0,0,0.0
L'Aube du confluent de la Barbuise (exclu) au confluent du ru du Moulin (exclu),48.5574,3.9357,46.39,0.0,faible/nulle,modere,0-1,264356.4,1,0.0
Le Louet du confluent du bras du [toponyme inconnu] (inclus) au confluent du Layza,43.5164,-0.0149,45.55,0.0,faible/nulle,modere,0-1,249742.2,3,0.0
L'Arros du confluent de l'Arranche au confluent de la Chella,43.2858,0.2367,52.32,0.0,faible/nulle,modere,0-1,391647.8,3,0.0
La Moselle du ruisseau de la Queue à l'Ingressin.,48.6629,5.8943,8.13,0.0,faible/nulle,faible,0-0,0.0,0,0.0
La Druance du confluent du Tortillon (exclu) au confluent du Noireau (exclu),48.8603,-0.5757,8.13,0.0,faible/nulle,faible,0-0,0.0,0,0.0
La Seine du confluent du ruisseau de Faverolles (exclu) au confluent de la Noxe (exclu),48.5179,3.5806,41.83,0.0,faible/nulle,modere,0-1,196609.4,2,0.0
L'Orge du confluent de l'Yvette (exclu) au confluent de la Seine (exclu),48.6777,2.3566,18.11,0.0,faible/nulle,faible,0-0,6633.2,3,0.0
La Garonne du confluent du Touch au confluent de l'Aussonnelle,43.6481,1.3874,46.53,0.74,faible/nulle,modere,0-1,266276.6,5,81.4
La Mue de sa source au confluent de la Chironne (exclu),49.2013,-0.4814,68.64,0.0,faible/nulle,fort,0-2,1111963.0,6,0.0
L'Oise du confluent de la Nonette (exclu) au confluent de la Thêve (exclu),49.2011,2.3603,88.74,0.0,faible/nulle,fort,0-2,8835066.4,5,0.0
La Laize du confluent du ruisseau de Corneville (exclu) au confluent de l'Orne (exclu),49.0568,-0.3549,55.52,0.0,faible/nulle,modere,0-1,473613.0,6,0.0
L'Orne du confluent du ruisseau de la Grande Vallée (exclu) au confluent de la Guigne (inclus),49.0863,-0.4653,45.32,0.0,faible/nulle,modere,0-1,244788.4,7,0.0
L'Eure du confluent de la Blaise (exclu) au confluent de l'Avre (exclu),48.7755,1.4146,88.69,0.0,faible/nulle,fort,0-2,8727484.0,1,0.0
La Vimbelle (Rouillard) de sa source au confluent du Douyge,45.4393,1.8194,28.07,0.0,faible/nulle,faible,0-0,60161.0,2,0.0
Le Gave de Cestrède,42.8007,-0.0388,8.13,0.0,faible/nulle,faible,0-0,0.0,0,0.0
La Vezouze du ruisseau de Froide Fontaine à la Meurthe.,48.6016,6.4908,70.12,0.0,faible/nulle,fort,0-2,1211966.6,2,0.0
Le Lavézon,44.6361,4.6716,24.12,0.0,faible/nulle,faible,0-0,36302.8,3,0.0
Le Drac de la Séveraisse à la Souloise,44.8066,5.9875,29.71,0.0,faible/nulle,faible,0-0,72184.2,2,0.0
La Dives du confluent du Meillon (exclu) au confluent du Radon de la chapelle (exclu),48.8437,-0.0414,17.64,0.0,faible/nulle,faible,0-0,4917.0,2,0.0
La Maronne du confluent du Saint Mathurin au confluent de la Dordogne,45.0653,1.9626,21.17,0.0,faible/nulle,faible,0-0,21345.6,2,0.0
Le Lot du confluent du Chautard au confluent de la Garonne,44.294,0.3739,77.41,0.0,faible/nulle,fort,0-2,2058534.2,3,0.0
